HNode,LNode,Time,Makespan,SOC,SOL
HNode: 48, LNode: 212, solved: 1ms, makespan: 47, sum_of_costs: 1124, sum_of_loss: 1013
HNode: 46, LNode: 216, solved: 2ms, makespan: 45, sum_of_costs: 1270, sum_of_loss: 1146
HNode: 52, LNode: 227, solved: 1ms, makespan: 51, sum_of_costs: 1308, sum_of_loss: 1158
HNode: 56, LNode: 246, solved: 1ms, makespan: 55, sum_of_costs: 1349, sum_of_loss: 1271
HNode: 51, LNode: 232, solved: 2ms, makespan: 50, sum_of_costs: 1269, sum_of_loss: 1167
HNode: 48, LNode: 209, solved: 1ms, makespan: 47, sum_of_costs: 1034, sum_of_loss: 968
HNode: 43, LNode: 190, solved: 1ms, makespan: 42, sum_of_costs: 1287, sum_of_loss: 1192
HNode: 49, LNode: 231, solved: 1ms, makespan: 48, sum_of_costs: 1436, sum_of_loss: 1280
HNode: 47, LNode: 211, solved: 1ms, makespan: 46, sum_of_costs: 1187, sum_of_loss: 1058
HNode: 58, LNode: 262, solved: 1ms, makespan: 57, sum_of_costs: 1316, sum_of_loss: 1217
HNode: 57, LNode: 258, solved: 1ms, makespan: 56, sum_of_costs: 1223, sum_of_loss: 1170
HNode: 59, LNode: 251, solved: 1ms, makespan: 54, sum_of_costs: 1318, sum_of_loss: 1165
HNode: 46, LNode: 212, solved: 1ms, makespan: 45, sum_of_costs: 1142, sum_of_loss: 1037
HNode: 53, LNode: 244, solved: 1ms, makespan: 52, sum_of_costs: 1371, sum_of_loss: 1261
HNode: 50, LNode: 225, solved: 1ms, makespan: 49, sum_of_costs: 1265, sum_of_loss: 1170
HNode: 52, LNode: 242, solved: 1ms, makespan: 51, sum_of_costs: 1476, sum_of_loss: 1377
HNode: 52, LNode: 234, solved: 1ms, makespan: 51, sum_of_costs: 1258, sum_of_loss: 1114
HNode: 44, LNode: 203, solved: 1ms, makespan: 43, sum_of_costs: 1361, sum_of_loss: 1226
HNode: 49, LNode: 220, solved: 1ms, makespan: 48, sum_of_costs: 1142, sum_of_loss: 1075
HNode: 50, LNode: 215, solved: 1ms, makespan: 49, sum_of_costs: 1257, sum_of_loss: 1172
HNode: 64, LNode: 274, solved: 1ms, makespan: 62, sum_of_costs: 1091, sum_of_loss: 1007
HNode: 80, LNode: 433, solved: 1ms, makespan: 70, sum_of_costs: 1379, sum_of_loss: 1321
HNode: 60, LNode: 267, solved: 1ms, makespan: 59, sum_of_costs: 1389, sum_of_loss: 1200
HNode: 43, LNode: 196, solved: 1ms, makespan: 42, sum_of_costs: 1249, sum_of_loss: 1203
HNode: 46, LNode: 201, solved: 1ms, makespan: 45, sum_of_costs: 1253, sum_of_loss: 1173
HNode: 58, LNode: 288, solved: 2ms, makespan: 53, sum_of_costs: 1335, sum_of_loss: 1252
HNode: 48, LNode: 216, solved: 1ms, makespan: 47, sum_of_costs: 1396, sum_of_loss: 1233
HNode: 42, LNode: 193, solved: 1ms, makespan: 41, sum_of_costs: 1218, sum_of_loss: 1130
HNode: 48, LNode: 228, solved: 1ms, makespan: 44, sum_of_costs: 1398, sum_of_loss: 1236
HNode: 45, LNode: 197, solved: 1ms, makespan: 44, sum_of_costs: 1354, sum_of_loss: 1206
HNode: 50, LNode: 219, solved: 1ms, makespan: 49, sum_of_costs: 1211, sum_of_loss: 1122
HNode: 65, LNode: 315, solved: 1ms, makespan: 63, sum_of_costs: 1307, sum_of_loss: 1146
HNode: 47, LNode: 217, solved: 1ms, makespan: 46, sum_of_costs: 1187, sum_of_loss: 1119
HNode: 50, LNode: 223, solved: 1ms, makespan: 49, sum_of_costs: 1173, sum_of_loss: 1054
HNode: 54, LNode: 248, solved: 1ms, makespan: 53, sum_of_costs: 1324, sum_of_loss: 1190
HNode: 44, LNode: 201, solved: 1ms, makespan: 43, sum_of_costs: 1192, sum_of_loss: 1077
HNode: 40, LNode: 180, solved: 1ms, makespan: 39, sum_of_costs: 1172, sum_of_loss: 1092
HNode: 55, LNode: 262, solved: 1ms, makespan: 53, sum_of_costs: 1237, sum_of_loss: 1149
HNode: 45, LNode: 197, solved: 1ms, makespan: 44, sum_of_costs: 1164, sum_of_loss: 1090
HNode: 47, LNode: 208, solved: 1ms, makespan: 46, sum_of_costs: 1276, sum_of_loss: 1171
HNode: 50, LNode: 222, solved: 1ms, makespan: 49, sum_of_costs: 1265, sum_of_loss: 1156
HNode: 54, LNode: 239, solved: 1ms, makespan: 53, sum_of_costs: 1187, sum_of_loss: 1066
HNode: 67, LNode: 327, solved: 1ms, makespan: 65, sum_of_costs: 1346, sum_of_loss: 1231
HNode: 45, LNode: 205, solved: 1ms, makespan: 44, sum_of_costs: 1178, sum_of_loss: 1126
