HNode,LNode,Time,Makespan,SOC,SOL
HNode: 50, LNode: 256, solved: 5ms, makespan: 42, sum_of_costs: 1213, sum_of_loss: 1077
HNode: 46, LNode: 214, solved: 4ms, makespan: 45, sum_of_costs: 1116, sum_of_loss: 1039
HNode: 55, LNode: 248, solved: 5ms, makespan: 54, sum_of_costs: 1380, sum_of_loss: 1275
HNode: 48, LNode: 212, solved: 5ms, makespan: 47, sum_of_costs: 1293, sum_of_loss: 1188
HNode: 48, LNode: 220, solved: 6ms, makespan: 47, sum_of_costs: 1523, sum_of_loss: 1378
HNode: 50, LNode: 225, solved: 4ms, makespan: 49, sum_of_costs: 1211, sum_of_loss: 1100
HNode: 44, LNode: 206, solved: 5ms, makespan: 43, sum_of_costs: 1396, sum_of_loss: 1257
HNode: 49, LNode: 224, solved: 5ms, makespan: 48, sum_of_costs: 1214, sum_of_loss: 1088
HNode: 52, LNode: 236, solved: 5ms, makespan: 51, sum_of_costs: 1235, sum_of_loss: 1175
HNode: 37, LNode: 158, solved: 4ms, makespan: 36, sum_of_costs: 1014, sum_of_loss: 949
HNode: 48, LNode: 217, solved: 5ms, makespan: 47, sum_of_costs: 1240, sum_of_loss: 1163
HNode: 56, LNode: 259, solved: 5ms, makespan: 55, sum_of_costs: 1373, sum_of_loss: 1185
HNode: 45, LNode: 206, solved: 5ms, makespan: 44, sum_of_costs: 1199, sum_of_loss: 1180
HNode: 44, LNode: 193, solved: 5ms, makespan: 43, sum_of_costs: 1242, sum_of_loss: 1183
HNode: 48, LNode: 223, solved: 5ms, makespan: 47, sum_of_costs: 1328, sum_of_loss: 1229
HNode: 53, LNode: 268, solved: 5ms, makespan: 49, sum_of_costs: 1372, sum_of_loss: 1243
HNode: 45, LNode: 206, solved: 5ms, makespan: 44, sum_of_costs: 1161, sum_of_loss: 1113
HNode: 45, LNode: 200, solved: 5ms, makespan: 44, sum_of_costs: 1410, sum_of_loss: 1228
HNode: 43, LNode: 198, solved: 6ms, makespan: 42, sum_of_costs: 1308, sum_of_loss: 1168
HNode: 51, LNode: 237, solved: 4ms, makespan: 50, sum_of_costs: 1098, sum_of_loss: 1056
HNode: 52, LNode: 242, solved: 4ms, makespan: 51, sum_of_costs: 1160, sum_of_loss: 1051
HNode: 56, LNode: 260, solved: 5ms, makespan: 55, sum_of_costs: 1204, sum_of_loss: 1163
HNode: 50, LNode: 236, solved: 4ms, makespan: 49, sum_of_costs: 1225, sum_of_loss: 1053
HNode: 53, LNode: 246, solved: 6ms, makespan: 52, sum_of_costs: 1338, sum_of_loss: 1186
HNode: 44, LNode: 202, solved: 4ms, makespan: 43, sum_of_costs: 1198, sum_of_loss: 1082
HNode: 39, LNode: 180, solved: 5ms, makespan: 38, sum_of_costs: 1132, sum_of_loss: 1075
HNode: 48, LNode: 209, solved: 5ms, makespan: 47, sum_of_costs: 1359, sum_of_loss: 1131
HNode: 46, LNode: 211, solved: 5ms, makespan: 45, sum_of_costs: 1210, sum_of_loss: 1100
HNode: 44, LNode: 202, solved: 5ms, makespan: 43, sum_of_costs: 1217, sum_of_loss: 1131
HNode: 45, LNode: 204, solved: 5ms, makespan: 44, sum_of_costs: 1293, sum_of_loss: 1172
HNode: 54, LNode: 242, solved: 5ms, makespan: 53, sum_of_costs: 1160, sum_of_loss: 1061
HNode: 48, LNode: 218, solved: 5ms, makespan: 47, sum_of_costs: 1327, sum_of_loss: 1211
HNode: 53, LNode: 248, solved: 5ms, makespan: 52, sum_of_costs: 1188, sum_of_loss: 1139
HNode: 59, LNode: 271, solved: 5ms, makespan: 58, sum_of_costs: 1347, sum_of_loss: 1150
HNode: 54, LNode: 248, solved: 6ms, makespan: 53, sum_of_costs: 1472, sum_of_loss: 1283
HNode: 39, LNode: 179, solved: 4ms, makespan: 38, sum_of_costs: 1130, sum_of_loss: 1037
HNode: 55, LNode: 246, solved: 5ms, makespan: 54, sum_of_costs: 1384, sum_of_loss: 1201
HNode: 36, LNode: 163, solved: 4ms, makespan: 35, sum_of_costs: 1107, sum_of_loss: 1047
HNode: 57, LNode: 248, solved: 5ms, makespan: 56, sum_of_costs: 1261, sum_of_loss: 1171
HNode: 48, LNode: 226, solved: 5ms, makespan: 47, sum_of_costs: 1290, sum_of_loss: 1184
HNode: 59, LNode: 274, solved: 5ms, makespan: 58, sum_of_costs: 1281, sum_of_loss: 1097
HNode: 43, LNode: 200, solved: 4ms, makespan: 42, sum_of_costs: 1221, sum_of_loss: 1146
HNode: 52, LNode: 238, solved: 5ms, makespan: 51, sum_of_costs: 1481, sum_of_loss: 1326
HNode: 50, LNode: 223, solved: 5ms, makespan: 49, sum_of_costs: 1406, sum_of_loss: 1236
HNode: 45, LNode: 202, solved: 4ms, makespan: 44, sum_of_costs: 1088, sum_of_loss: 1060
HNode: 48, LNode: 219, solved: 5ms, makespan: 47, sum_of_costs: 1284, sum_of_loss: 1212
HNode: 45, LNode: 209, solved: 5ms, makespan: 44, sum_of_costs: 1238, sum_of_loss: 1162
HNode: 45, LNode: 205, solved: 5ms, makespan: 44, sum_of_costs: 1289, sum_of_loss: 1171
HNode: 48, LNode: 219, solved: 5ms, makespan: 47, sum_of_costs: 1357, sum_of_loss: 1263
HNode: 49, LNode: 221, solved: 4ms, makespan: 48, sum_of_costs: 1157, sum_of_loss: 1081
HNode: 53, LNode: 245, solved: 5ms, makespan: 52, sum_of_costs: 1287, sum_of_loss: 1195
